id_record;id_persistent;label;image_links;archive_links;microfiche_links;microfiche_archive_links
http://www.bildindex.de/document/obj20144509;http://id.bildindex.de/thing/0001273120;Prof. Julius Ebbinghaus und Universitätsoffizier Hartshorne;[];[];[];[]
http://www.bildindex.de/document/obj20144507;http://id.bildindex.de/thing/0001273118;Major Shepard Stone und Samson Knoll 1945/46;[];[];[];[]
http://www.bildindex.de/document/obj08071398;http://id.bildindex.de/thing/0000320938;Porträt des Landgrafen Friedrich II. von Hessen-Kassel;[];[];[];[]
http://www.bildindex.de/document/obj20543809;http://id.bildindex.de/thing/0001542285;Photographie: Das Nebelhorn;[];[];[];[]
http://www.bildindex.de/document/obj06571154;http://id.bildindex.de/thing/0001162842;Teekanne;[];[];[];[]
http://www.bildindex.de/document/obj20099017;http://id.bildindex.de/thing/0001247426;Boule-Spieler;[];[];[];[]
http://www.bildindex.de/document/obj20144504;http://id.bildindex.de/thing/0001273111;Schlußstein mit dem Kopf Christi;[];[];[];[]
http://www.bildindex.de/document/obj20367953;http://id.bildindex.de/thing/0001421688;Vaphio-Becher;[];[];[];[]
http://www.bildindex.de/document/obj20367953;http://id.bildindex.de/thing/0001421686;Vaphio-Becher Vaphio-Becher/Vaphio-Becher: Stierfang mit dem Netz;[];[];[];[]
http://www.bildindex.de/document/obj20367953;http://id.bildindex.de/thing/0001421687;Vaphio-Becher Vaphio-Becher/Vaphio-Becher: Mann mit Stieren;[];[];[];[]
http://www.bildindex.de/document/obj20144505;http://id.bildindex.de/thing/0001273116;Gruppenfoto;[];[];[];[]
http://www.bildindex.de/document/obj20144502;http://id.bildindex.de/thing/0001273114;Gedenkkreuz;[];[];[];[]
http://www.bildindex.de/document/obj20144503;http://id.bildindex.de/thing/0001273110;Gewölbe;[];[];[];[]
http://www.bildindex.de/document/obj20367954;http://id.bildindex.de/thing/0001421689;Die drei deutschen Kaiser Wilhelm I., Friedrich III. und Wilhelm II. in einer Fotomontage;[];[];[];[]
http://www.bildindex.de/document/obj06571151;http://id.bildindex.de/thing/0001162840;Walzenkrug mit Darstellung der sieben Werke der Barmherzigkeit;[];[];[];[]
http://www.bildindex.de/document/obj20099019;http://id.bildindex.de/thing/0001247428;Angler an der Seine;[];[];[];[]
http://www.bildindex.de/document/obj06580893;http://id.bildindex.de/thing/0001163634;Kuchenform;[];[];[];[]
http://www.bildindex.de/document/obj06570809;http://id.bildindex.de/thing/0001162593;Bruchstück eines Schalenrandes;[];[];[];[]
http://www.bildindex.de/document/obj20544165;http://id.bildindex.de/thing/0001542639;Photographie: Der Großglockner;[];[];[];[]
http://www.bildindex.de/document/obj20543800;http://id.bildindex.de/thing/0001542277;Photographie: Matterhorn und Dent Blanche;[];[];[];[]
http://www.bildindex.de/document/obj20544164;http://id.bildindex.de/thing/0001542638;Photographie: Der Großglockner;[];[];[];[]
http://www.bildindex.de/document/obj06580894;http://id.bildindex.de/thing/0001163635;Teller;[];[];[];[]
http://www.bildindex.de/document/obj20544163;http://id.bildindex.de/thing/0001542637;Photographie: Der Großglockner;[];[];[];[]
http://www.bildindex.de/document/obj06580891;http://id.bildindex.de/thing/0001163632;Schreibzeug;[];[];[];[]
http://www.bildindex.de/document/obj20544162;http://id.bildindex.de/thing/0001542636;Photographie: Der Großglockner;[];[];[];[]
http://www.bildindex.de/document/obj06580892;http://id.bildindex.de/thing/0001163633;Schüsseldeckel;[];[];[];[]
http://www.bildindex.de/document/obj20544161;http://id.bildindex.de/thing/0001542635;Photographie: Der vordere Gosausee mit Dachsteingruppe;[];[];[];[]
http://www.bildindex.de/document/obj20144520;http://id.bildindex.de/thing/0001273127;Fritz Neumann (Nikolaus von Ryschkowsky) bei der Vernehmung im Büro von Samson B. Knoll in der Reitgasse 7 (Braun-Elwert), ab Februar 1946;[];[];[];[]
http://www.bildindex.de/document/obj06580897;http://id.bildindex.de/thing/0001163637;Teller;[];[];[];[]
http://www.bildindex.de/document/obj20544160;http://id.bildindex.de/thing/0001542634;Photographie: Der Schwarzbachfall bei Golling an der Salzach;[];[];[];[]
http://www.bildindex.de/document/obj06570804;http://id.bildindex.de/thing/0001162597;Dachzeigel;[];[];[];[]
http://www.bildindex.de/document/obj06580895;http://id.bildindex.de/thing/0001163636;Teller;[];[];[];[]
http://www.bildindex.de/document/obj06570806;http://id.bildindex.de/thing/0001162596;Gefäßboden;[];[];[];[]
http://www.bildindex.de/document/obj20099010;http://id.bildindex.de/thing/0001247420;Buch- und Trödelhändler an der Seine;[];[];[];[]
http://www.bildindex.de/document/obj06570807;http://id.bildindex.de/thing/0001162595;Gefäßboden;[];[];[];[]
http://www.bildindex.de/document/obj20099011;http://id.bildindex.de/thing/0001247421;Reklametafeln;[];[];[];[]
http://www.bildindex.de/document/obj20543808;http://id.bildindex.de/thing/0001542284;Photographie: Die Norischen Alpen;[];[];[];[]
http://www.bildindex.de/document/obj06580635;http://id.bildindex.de/thing/0001163394;Fragment einer Paulus-Figur?;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161683;Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161677;Zwiebelchen Zwiebelchen/Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161678;Zwiebelchen Zwiebelchen/Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161679;Zwiebelchen Zwiebelchen/Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161680;Zwiebelchen Zwiebelchen/Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161681;Zwiebelchen Zwiebelchen/Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj06560121;http://id.bildindex.de/thing/0001161682;Zwiebelchen Zwiebelchen/Zwiebelchen;[];[];[];[]
http://www.bildindex.de/document/obj20344066;http://id.bildindex.de/thing/0001402523;Feuerwerk auf dem Canale della Giudecca;[];[];[];[]
http://www.bildindex.de/document/obj20543807;http://id.bildindex.de/thing/0001542283;Photographie: Das Mieminger Gebirge;[];[];[];[]
http://www.bildindex.de/document/obj06580636;http://id.bildindex.de/thing/0001163395;Krug;[];[];[];[]
http://www.bildindex.de/document/obj06580899;http://id.bildindex.de/thing/0001163638;Teller;[];[];[];[]
http://www.bildindex.de/document/obj20393257;http://id.bildindex.de/thing/0001437591;Ohne Titel;[];[];[];[]
http://www.bildindex.de/document/obj20543806;http://id.bildindex.de/thing/0001542282;Photographie: Das Mieminger Gebirge;[];[];[];[]
http://www.bildindex.de/document/obj20344067;http://id.bildindex.de/thing/0001402524;Soldat mit Stahlhelm (Doge?) an der Fassade des Dogenpalasts;[];[];[];[]
http://www.bildindex.de/document/obj20544169;http://id.bildindex.de/thing/0001542643;Photographie: Der Großglockner;[];[];[];[]
http://www.bildindex.de/document/obj06580639;http://id.bildindex.de/thing/0001163398;Pfeife;[];[];[];[]
http://www.bildindex.de/document/obj20544168;http://id.bildindex.de/thing/0001542642;Photographie: Der Großglockner;[];[];[];[]
http://www.bildindex.de/document/obj20543803;http://id.bildindex.de/thing/0001542280;Photographie: Das Mieminger Gebirge;[];[];[];[]
http://www.bildindex.de/document/obj06580637;http://id.bildindex.de/thing/0001163396;Vase;[];[];[];[]
http://www.bildindex.de/document/obj20544167;http://id.bildindex.de/thing/0001542641;Photographie: Der Großglockner;[];[];[];[]
